Gene symbol,GSM1686435,GSM1686436,GSM1686437,GSM1686438,GSM1686439,GSM1686440,GSM1686441,GSM1686442,GSM1686443,GSM1686444,GSM1686445,Variance
EPCAM,0.8424949927461971,0.7465009418741461,0.7125112691343656,0.5989305219193443,0.5019782215670675,0.23969970206756652,0.6051873273490547,0.5981413752885698,-1.572220419521865,-1.5907259080135236,-1.682498024410931,3.462050059
SEMA3C,0.8082945878845116,0.4825909650998434,0.6074317922701232,0.44483395181913915,0.7168086110115348,0.03831113169819551,0.9141722514339895,0.7609431168194732,-1.5662039063682203,-1.705775048136802,-1.5014074535317832,3.453422032
ZNF738,0.5516746659092876,0.8289616590441997,0.5444995542287384,0.549301794329893,0.4154040409212252,0.5090194744225602,0.7765889934704293,0.6903746594191101,-1.5729211002551247,-1.6064011883015283,-1.6865025531887898,3.446218398
DKFZp779M0652,0.6511613110435731,0.5588918329868132,0.5805457607415557,0.5977897502068201,0.5210115938336103,0.6171256334760676,0.8306684144934561,0.5134355460029691,-1.4931881435159522,-1.5659351639912167,-1.8115065352776953,3.441255085
KYNU,0.5179309829165685,0.6241473027963282,0.7825946632989,0.7020694511577721,0.5152147424508094,0.5426600888235767,0.6395959204453292,0.5553358776637821,-1.5040836904683983,-1.6994323094651587,-1.6760330296195112,3.435094824
LOC727896,0.580639687612386,0.5446791948299659,0.6715885874683981,0.49807213095605696,0.8100506423550412,0.44534895177427203,0.7439059879143057,0.5712956225586869,-1.5229472049040853,-1.7871067555070441,-1.5555268450579853,3.429958511
NHP2,0.5944463037896778,0.5882168078482256,0.6413940504757164,0.6210066092127808,0.4520740056368421,0.6720318441514062,0.7327977454712125,0.564374827926848,-1.51116296666821,-1.8774176857787248,-1.4777615420657668,3.429827207
MGAT5,0.5988452608639255,0.5038876394310647,0.46255716391532353,0.48253925331756214,0.3345807052935785,0.824682721429968,0.9698517470017867,0.652016974543957,-1.678833978746064,-1.5379232445910183,-1.612204242460081,3.394103821
PNPT1,0.4453336352621648,0.5152167547854479,0.7533433421748915,0.6483762767458686,0.4558702099254142,0.47944935538803857,0.8132594316113168,0.726574747084473,-1.756218142997574,-1.7528578299968618,-1.3283477799831773,3.39107382
MCTS1,0.6722870195143569,0.5259902333107714,0.7505931294651654,0.5587032661432061,0.5207470294421584,0.3787245942184208,0.7995486960210206,0.6490345501839863,-1.5293171875123661,-1.8208051277994162,-1.5055062029872952,3.386685364
CCKBR,0.5015816240219192,0.40127776190489745,0.5941741983338175,0.5313414828846581,0.7694774744369731,0.6725437306940419,0.8315105007804157,0.5496200910153227,-1.40371194273807,-1.7247985428133574,-1.7230163785206183,3.37136984
RAD21,0.8127498005622596,0.6107521299961165,0.6665071431388075,0.3578551595220452,0.8198334292812078,0.26433983522431415,0.8563940936370709,0.40886871150608517,-1.5106632814414171,-1.828312616052005,-1.458324405374477,3.370733951
SPTSSB,0.6155081433950347,0.616479903452368,0.40955217359662716,0.47163049255334993,0.5453127698417614,0.6256258804625665,0.6247112827615467,0.9453349393253178,-1.5718665833065624,-1.5392554590295733,-1.7430335430524264,3.366452102
CEACAM6,0.8773809648006844,-0.8522476193640087,0.7557609604198128,-1.412168508362244,0.8797824881594034,-0.9844800698253169,0.949655382072626,-1.202086675689108,1.073047939408744,-0.9624832594419969,0.8778383978213928,3.364477556
CDKN1B,0.6391801255930004,0.8288025623937251,0.3431883134113029,0.5631366076364036,0.5949501486325421,0.5098660920475461,0.5768690713757445,0.802539225492237,-1.7026970219151867,-1.5819772219266022,-1.5738579027407176,3.359837296
OR56A5,0.5368718362891243,0.6298228682203191,0.6159461564822873,0.48664043346881275,0.6770151564864345,0.49185853581658395,0.8445678494555595,0.5928374175135829,-1.5608913201913541,-1.7018374253652446,-1.6128315081761015,3.345417186
WSB2,0.8136041374750372,0.3851562157769874,0.715053658230527,0.38733602847273324,0.8589786596417475,0.3540652031166122,0.8000663533646155,0.5000552902395922,-1.4984715617598114,-1.7847612776000348,-1.5310827069580095,3.342885666
S100A13,0.8012033878690676,0.5648584884082973,0.502628759954218,0.3228087120639909,0.8367715488470306,0.44610390838367353,0.843000342995381,0.5111278622500977,-1.5403051159487897,-1.7713933788525873,-1.5168045159703873,3.246028165
USP8,0.6549219168079669,0.8281655049783213,0.5715644702791621,0.5163037295034236,0.42321153222614993,0.29718439978190225,0.6773060143373797,0.8656472099559581,-1.5919751397799236,-1.5077782895937666,-1.7345513484965691,3.23724788
TCAF2,0.3771605180053448,0.6383712997872264,0.6955366785603944,0.47994153575873366,0.5438150967348754,0.59724722628204,0.8350668683822485,0.6827619663651658,-1.7620321209076586,-1.698776879334574,-1.3890921896338126,3.232798721
ZNF385B,0.6864265384886943,0.7137357652320327,0.7876690778042779,0.499871842124476,0.628657020377785,0.21131601681291448,0.6846759470307878,0.6300574935441099,-1.537775767744483,-1.7483135670820191,-1.5563203665885716,3.230469051
RHEB,0.6012853739565437,0.6665607857467969,0.6559345559204766,0.6142470389095276,0.6290770519638422,0.5260843628779696,0.6773621732076166,0.5196619162796436,-1.725899828122306,-1.5765721061234235,-1.587741324616693,3.226837176
